# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr 27 07:01:44 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_dens,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_logg,st_dens,sy_dist
K2-404 b,K2-404,Transit,2022,13.11536500,,2.530,2.350000,,,3748.00,0.55,0.55,4.70,4.55922,121.6300000
K2-405 b,K2-405,Transit,2022,3.43547100,,4.569,1.090000,,969,4927.00,0.77,1.03,4.69,2.16758,197.2340000
K2-406 b,K2-406,Transit,2022,22.54940600,,4.602,1.080000,,,5784.00,0.96,0.80,4.37,1.56556,85.3751000
K2-407 b,K2-407,Transit,2022,4.94190700,,1.283,5.700000,,,5563.00,0.93,0.88,4.45,1.58067,218.3760000
K2-407 c,K2-407,Transit,2022,9.22453000,,1.360,5.290000,,,5563.00,0.93,0.88,4.45,1.58067,218.3760000
K2-408 b,K2-408,Transit,2022,20.97895900,,1.677,4.020000,,,5335.00,0.78,0.81,4.56,2.29463,162.3060000
K2-409 b,K2-409,Transit,2022,1.90808400,,2.482,2.420000,,,5742.00,1.23,0.89,4.20,0.67922,431.0310000
K2-411 b,K2-411,Transit,2022,3.21410000,0.051100,0.990,5.310000,,,5711.00,1.38,1.02,4.17,0.55222,298.2190000
K2-412 b,K2-412,Transit,2022,5.93820000,0.058600,2.116,2.980000,,,5590.00,0.98,0.89,4.41,0.81932,654.0850000
K2-413 b,K2-413,Transit,2022,0.80940000,0.011700,0.760,4.550000,,,4116.00,0.70,0.81,4.66,2.18283,285.1620000
K2-413 c,K2-413,Transit,2022,5.33010000,0.042600,1.233,6.010000,,,4116.00,0.70,0.81,4.66,2.18283,285.1620000
K2-414 b,K2-414,Transit,2022,4.36960000,0.048700,1.219,6.010000,,,4343.00,0.73,0.81,4.62,2.29129,260.0360000
K2-414 c,K2-414,Transit,2022,6.66900000,0.055200,1.929,3.350000,,,4343.00,0.73,0.81,4.62,2.29129,260.0360000
K2-415 b,K2-415,Transit,2023,4.01796940,0.027000,1.015,,,412,3173.00,0.20,0.16,5.07,30.30000,21.8182000
K2-416 b,K2-416,Transit,2023,13.10200000,0.088000,2.660,,,447,3746.00,0.55,0.55,4.69,4.58220,120.3110000
K2-417 b,K2-417,Transit,2023,6.53500000,0.063000,3.310,,,558,3861.00,0.58,0.57,4.67,4.18224,94.0424000
K2-42 b,K2-42,Transit,2016,6.68796000,0.061700,2.150,2.910000,,,4613.00,0.64,0.70,4.66,2.58259,396.9130000
K2-43 b,K2-43,Transit,2016,3.47114900,0.037840,4.510,1.110000,0.070000,939,3840.60,0.54,0.57,4.68,4.39884,182.5360000
K2-43 c,K2-43,Transit,2019,2.19888400,,2.420,2.500000,,1094,3840.60,0.54,0.57,4.68,4.39884,182.5360000
K2-44 b,K2-44,Transit,2016,5.65700000,0.060000,2.433,2.480000,,1211,5912.00,1.58,1.15,4.10,0.32177,476.7030000
K2-45 b,K2-45,Transit,2016,1.72926840,0.022400,6.710,0.662000,0.100000,1074,4103.00,0.45,0.50,4.82,2.12887,495.3170000
K2-46 b,K2-46,Transit,2016,19.15410000,0.138210,2.050,3.100000,,889,6256.00,1.29,0.96,4.20,0.60110,449.2370000
K2-47 b,K2-47,Transit,2016,31.63720000,0.177900,1.890,3.440000,,,5054.00,0.76,0.75,4.54,2.04062,349.8810000
K2-48 b,K2-48,Transit,2016,20.50650000,0.134400,2.240,2.760000,,,4899.00,0.73,0.77,4.60,2.69260,313.7640000
K2-49 b,K2-49,Transit,2016,2.77065000,0.030900,1.930,3.350000,,,4175.00,0.45,0.51,4.81,2.53526,457.1250000
K2-5 b,K2-5,Transit,2015,5.73594000,0.053200,1.910,3.400000,,565,3930.00,0.57,0.61,4.71,4.40480,202.9430000
K2-5 c,K2-5,Transit,2015,10.93241000,0.081800,2.260,2.730000,,456,3930.00,0.57,0.61,4.71,4.40480,202.9430000
K2-50 b,K2-50,Transit,2016,8.75290000,0.070500,1.590,4.310000,,,4326.00,0.55,0.61,4.74,2.55179,257.4430000
K2-52 b,K2-52,Transit,2016,3.53505500,0.054000,18.000,43.100000,,2004,7147.00,2.19,1.69,3.98,0.22000,1038.4100000
K2-53 b,K2-53,Transit,2016,12.20772000,0.098000,2.600,2.270000,,665,5263.00,0.81,0.85,4.55,2.29000,138.0180000
K2-54 b,K2-54,Transit,2016,9.78430000,0.067100,1.150,5.780000,,,3798.00,0.38,0.42,4.89,3.36086,174.9550000
K2-55 b,K2-55,Transit,2016,2.84925800,0.034860,3.820,1.380000,0.070000,912,4456.00,0.63,0.70,4.67,2.35056,159.5220000
K2-57 b,K2-57,Transit,2016,9.00630000,0.074600,2.100,3.000000,,,4434.00,0.62,0.68,4.68,2.98676,264.2130000
K2-58 b,K2-58,Transit,2016,7.05254000,0.069200,2.680,2.180000,,,5413.00,0.86,0.89,4.52,2.00934,181.7460000
K2-58 c,K2-58,Transit,2016,2.53726000,0.035000,1.620,4.210000,,,5413.00,0.86,0.89,4.52,2.00934,181.7460000
K2-58 d,K2-58,Transit,2016,22.88270000,0.151700,1.710,3.920000,,,5413.00,0.86,0.89,4.52,2.00934,181.7460000
K2-59 b,K2-59,Transit,2016,20.69210000,0.135400,2.410,2.510000,,,5055.00,0.73,0.77,4.59,4.00081,311.3130000
K2-59 c,K2-59,Transit,2016,11.29540000,0.090500,2.300,2.660000,,,5055.00,0.73,0.77,4.59,4.00081,311.3130000
K2-6 b,K2-6,Transit,2015,30.94191000,0.189800,2.500,2.390000,,615,5850.00,0.96,0.97,4.40,1.84715,316.8190000
K2-60 b,K2-60,Transit,2016,3.00265000,0.045000,7.656,1.700000,0.000000,1400,5500.00,1.12,0.97,4.07,0.99000,491.8700000
K2-61 b,K2-61,Transit,2016,2.57302000,0.039200,2.480,2.420000,,,6293.00,1.36,1.21,4.25,1.43264,405.7320000
K2-62 b,K2-62,Transit,2016,6.67202000,0.063600,2.140,2.930000,,,4880.00,0.73,0.77,4.60,3.00696,112.4670000
K2-62 c,K2-62,Transit,2016,16.19660000,0.114800,2.140,2.930000,,,4880.00,0.73,0.77,4.60,3.00696,112.4670000
K2-63 b,K2-63,Transit,2016,20.25700000,0.162700,3.220,1.730000,,,6771.00,1.63,1.40,4.15,0.71318,517.5340000
K2-63 c,K2-63,Transit,2016,25.45560000,0.189000,3.900,1.340000,,,6771.00,1.63,1.40,4.15,0.71318,517.5340000
K2-64 b,K2-64,Transit,2016,6.53044000,0.061900,2.070,3.060000,,,5312.00,0.73,0.74,4.58,1.97545,499.8910000
K2-65 b,K2-65,Transit,2016,12.64750000,0.101400,1.580,4.350000,,,5213.00,0.84,0.87,4.53,,72.2000000
K2-66 b,K2-66,Transit,2016,5.06963000,0.059830,2.490,7.800000,0.000000,1372,5887.00,1.67,1.11,4.03,0.29907,513.8770000
K2-68 b,K2-68,Transit,2016,8.05428000,0.070800,1.580,4.350000,,,4746.00,0.68,0.73,4.63,3.28491,168.6520000
K2-69 b,K2-69,Transit,2016,7.06599000,0.059100,2.320,2.640000,,,4127.00,0.49,0.55,4.79,5.05142,180.6970000
K2-7 b,K2-7,Transit,2015,28.67992000,0.181400,2.670,2.200000,,651,5772.00,0.96,0.97,3.82,0.34003,738.5530000
K2-70 b,K2-70,Transit,2016,13.97896000,0.111200,2.890,1.980000,,,5622.00,0.93,0.94,4.48,2.39642,232.9640000
K2-71 b,K2-71,Transit,2016,6.98541000,0.055900,2.150,2.910000,,,4006.00,0.43,0.48,4.85,6.24198,153.1920000
K2-72 b,K2-72,Transit,2016,5.57721200,0.040000,1.080,5.580000,0.110000,,3360.47,0.33,0.27,5.05,12.29770,66.4321000
K2-72 c,K2-72,Transit,2016,15.18903400,0.078000,1.160,5.810000,0.110000,,3360.47,0.33,0.27,5.05,12.29770,66.4321000
K2-72 d,K2-72,Transit,2016,7.76017800,0.050000,1.010,5.390000,0.110000,,3360.47,0.33,0.27,5.05,12.29770,66.4321000
K2-72 e,K2-72,Transit,2016,24.15886800,0.106000,1.290,5.660000,0.110000,,3360.47,0.33,0.27,5.05,12.29770,66.4321000
K2-73 b,K2-73,Transit,2016,7.49543000,0.076190,2.450,2.450000,,,5922.00,1.06,1.05,4.41,1.26589,269.1830000
K2-74 b,K2-74,Transit,2016,19.56660000,0.140200,2.310,2.650000,,,6060.00,0.98,0.96,4.44,1.46962,377.8220000
K2-75 b,K2-75,Transit,2016,7.81420000,0.081000,2.670,2.200000,,,5995.00,1.56,1.16,4.12,0.45516,561.9300000
K2-75 c,K2-75,Transit,2016,18.31100000,0.142900,2.770,2.090000,,,5995.00,1.56,1.16,4.12,0.45516,561.9300000
K2-77 b,K2-77,Transit,2016,8.19979600,0.076000,2.300,,0.140000,693,4970.00,0.76,0.80,4.47,2.50000,141.7310000
K2-79 b,K2-79,Transit,2016,10.99470000,0.098800,4.090,0.730000,0.230000,1022,5897.00,1.27,1.07,4.25,0.54023,256.0110000
K2-8 b,K2-8,Transit,2015,10.35239000,0.085600,3.580,1.500000,,631,4870.00,0.74,0.78,4.52,2.36326,403.5130000
K2-8 c,K2-8,Transit,2016,5.06416000,0.053200,2.410,2.510000,,801,4870.00,0.74,0.78,4.52,2.36326,403.5130000
K2-80 b,K2-80,Transit,2016,19.09180000,0.135000,2.010,3.180000,,,5441.00,0.87,0.90,4.52,1.90744,200.8020000
K2-80 c,K2-80,Transit,2016,5.60500000,0.059600,1.470,4.770000,,,5441.00,0.87,0.90,4.52,1.90744,200.8020000
K2-80 d,K2-80,Transit,2018,28.86725300,,2.552,2.330000,,,5377.00,0.84,0.91,4.65,1.90744,200.8020000
K2-81 b,K2-81,Transit,2016,6.10232500,0.059000,1.970,3.260000,0.060000,,4674.13,0.63,0.75,4.67,2.51722,252.3180000
K2-83 b,K2-83,Transit,2016,2.74697000,0.030140,1.244,5.940000,0.070000,,3910.00,0.42,0.48,4.86,4.40180,125.5290000
K2-83 c,K2-83,Transit,2016,9.99767000,0.071310,1.483,4.720000,0.060000,,3910.00,0.42,0.48,4.86,4.40180,125.5290000
K2-84 b,K2-84,Transit,2016,6.42150000,0.066500,2.410,2.510000,,,5652.00,0.93,0.95,4.48,2.29121,284.8760000
K2-84 c,K2-84,Transit,2016,27.86000000,0.176800,2.030,3.140000,,,5652.00,0.93,0.95,4.48,2.29121,284.8760000
K2-85 b,K2-85,Transit,2016,0.68455900,0.013000,1.200,5.950000,0.240000,,4427.00,0.68,0.68,4.30,2.35191,97.2179000
K2-86 b,K2-86,Transit,2016,8.77683000,0.077000,1.960,3.280000,,,5482.00,0.76,0.79,4.58,2.16081,258.6990000
K2-87 b,K2-87,Transit,2016,9.72661800,0.094000,7.600,0.562000,,979,5747.00,1.40,1.16,4.21,0.59000,491.2420000
K2-88 b,K2-88,Transit,2016,4.61220000,0.034500,1.230,6.020000,0.260000,,3537.00,0.26,0.26,5.02,7.18129,110.5610000
K2-89 b,K2-89,Transit,2016,1.09602600,0.014620,0.615,4.020000,0.150000,,3691.00,0.32,0.35,4.96,4.89287,86.0386000
K2-9 b,K2-9,Transit,2015,18.44980000,0.091000,2.250,2.740000,,314,3390.00,0.31,0.30,4.82,9.88000,82.9631000
K2-90 b,K2-90,Transit,2016,13.73331400,0.096000,2.600,2.270000,0.070000,502,4484.00,0.62,0.63,4.65,3.74000,134.1880000
K2-90 c,K2-90,Transit,2016,2.90070600,0.035000,1.300,5.600000,0.190000,,4421.98,0.63,0.70,4.79,3.74000,134.1880000
K2-91 b,K2-91,Transit,2016,1.41954900,0.016400,1.100,5.660000,0.090000,,3622.00,0.28,0.29,5.00,10.36688,62.5785000
K2-95 b,K2-95,Transit,2016,10.13464540,0.052500,3.310,1.670000,0.160000,474,3566.00,0.40,0.41,4.85,8.05475,179.8540000
K2-97 b,K2-97,Transit,2016,8.40672600,0.086000,10.610,0.702000,0.220000,1499,4717.00,4.47,1.20,3.22,0.27900,878.4300000
K2-98 b,K2-98,Transit,2016,10.13644800,0.097400,5.200,2.150000,0.000000,1092,6172.00,1.57,1.20,4.13,0.63300,518.6250000
K2-99 b,K2-99,Transit,2016,18.25198500,0.159700,11.730,1.050000,0.190000,1113,6217.00,2.63,1.63,3.81,0.09900,519.2290000
KELT-1 b,KELT-1,Transit,2012,1.21751400,0.024660,12.442,24.700000,0.009900,2233,6518.00,1.46,1.32,4.25,0.62059,268.4300000
KELT-10 b,KELT-10,Transit,2016,4.16627390,0.052500,15.681,0.308000,,1377,5948.00,1.21,1.11,4.32,0.88900,188.4040000
KELT-11 b,KELT-11,Transit,2017,4.73610000,0.062290,15.132,0.093000,0.000700,1712,5375.00,2.69,1.44,3.70,0.10400,99.1596000
KELT-12 b,KELT-12,Transit,2017,5.03162300,0.067080,19.952,0.209000,0.000000,1800,6279.00,2.37,1.59,3.89,0.16800,368.0300000
KELT-14 b,KELT-14,Transit,2016,1.71005660,0.030050,19.537,0.322000,0.000000,1970,5720.00,1.52,1.24,4.17,0.49500,250.1210000
KELT-15 b,KELT-15,Transit,2016,3.32944000,0.046130,19.504,0.360000,0.000000,1642,6003.00,1.78,2.06,4.17,0.51000,324.6830000
KELT-16 b,KELT-16,Transit,2017,0.96899510,0.020440,15.861,1.200000,0.000000,2453,6236.00,1.36,1.21,4.25,0.67900,444.5860000
KELT-17 b,KELT-17,Transit,2016,3.08017160,0.048810,17.094,0.460000,,2087,7454.00,1.65,1.64,4.22,0.51800,226.5000000
KELT-18 b,KELT-18,Transit,2017,2.87175180,0.045500,17.598,0.377000,0.000000,2085,6670.00,1.91,1.52,4.06,0.31110,321.3760000
KELT-19 A b,KELT-19 A,Transit,2017,4.61170930,0.063700,21.409,0.744000,,1935,7500.00,1.83,1.62,4.13,0.37600,300.2760000
KELT-2 A b,KELT-2 A,Transit,2012,4.11379000,0.054970,15.132,0.910000,0.000000,2080,6327.00,1.93,1.54,4.50,0.30000,134.0580000
KELT-20 b,KELT-20,Transit,2017,3.47410850,0.054200,19.515,0.806000,0.000000,2262,8720.00,1.57,1.76,4.29,0.64100,136.4260000
KELT-21 b,KELT-21,Transit,2018,3.61276470,0.052240,17.777,1.240000,0.000000,2051,7598.00,1.64,1.46,4.17,0.46800,470.8780000
KELT-23 A b,KELT-23 A,Transit,2019,2.25525100,0.033020,14.830,0.503000,0.000000,1561,5899.00,1.00,0.94,4.42,1.34900,126.2610000
KELT-24 b,KELT-24,Transit,2019,5.55149260,0.069690,14.258,3.130000,0.077000,1459,6509.00,1.51,1.46,4.25,0.60300,96.5173000
KELT-3 b,KELT-3,Transit,2013,2.70339000,0.041230,17.486,0.750000,0.000000,1816,6304.00,1.70,1.96,4.20,0.56000,210.2520000
KELT-4 A b,KELT-4 A,Transit,2016,2.98959320,0.043170,19.044,0.228000,0.000000,1823,6206.00,1.60,1.20,4.11,0.41100,218.0500000
KELT-6 b,KELT-6,Transit,2014,7.84570000,0.079390,14.572,0.311000,0.220000,1313,6102.00,1.73,1.42,4.07,0.39000,240.7260000
KELT-6 c,KELT-6,Radial Velocity,2015,1276.00000000,2.390000,13.000,2.950000,0.210000,,6272.00,1.53,1.13,4.12,0.44000,240.7260000
KELT-7 b,KELT-7,Transit,2015,2.73477000,0.044150,17.934,0.442000,0.000000,2048,6768.00,1.81,1.76,4.50,0.42000,136.6810000
KELT-8 b,KELT-8,Transit,2015,3.24406000,0.045500,18.159,0.167000,0.040000,1675,5754.00,1.46,0.81,4.08,0.37000,197.5720000
KELT-9 b,KELT-9,Transit,2017,1.48112350,0.034620,21.196,0.530000,0.000000,4050,10170.00,2.36,2.52,4.09,0.27020,204.4550000
KIC 10001893 b,KIC 10001893,Orbital Brightness Modulation,2014,0.21970000,,,,,,27500.00,0.18,0.47,5.35,113.61776,1672.9400000
KIC 10001893 c,KIC 10001893,Orbital Brightness Modulation,2014,0.32528000,,,,,,27500.00,0.18,0.47,5.35,113.61776,1672.9400000
KIC 10001893 d,KIC 10001893,Orbital Brightness Modulation,2014,0.81161000,,,,,,27500.00,0.18,0.47,5.35,113.61776,1672.9400000
KIC 10068024 b,KIC 10068024,Orbital Brightness Modulation,2021,2.07354900,,13.400,1.450000,,,6118.40,1.57,1.22,4.09,7.78693,721.1050000
KIC 10525077 b,KIC 10525077,Transit,2015,854.08300000,,5.500,0.855000,,,6091.00,1.01,1.01,4.42,0.80974,1461.1500000
KIC 3526061 b,KIC 3526061,Radial Velocity,2022,3552.00000000,5.140000,12.100,17.900000,0.850000,,4829.00,5.86,1.42,3.09,,401.2290000
KIC 3558849 b,KIC 3558849,Transit,2015,1322.30000000,,6.900,0.637000,,,6175.00,1.01,0.98,4.44,0.48871,1215.7000000
KIC 5437945 b,KIC 5437945,Transit,2015,440.78130000,1.145500,6.400,0.704000,0.000000,308,6340.00,1.24,1.07,4.16,0.41292,1274.0100000
KIC 5479689 b,KIC 5479689,Orbital Brightness Modulation,2021,1.70153100,,14.200,0.305000,,,5459.10,0.89,0.97,4.52,1.63536,454.9500000
KIC 7917485 b,KIC 7917485,Pulsation Timing Variations,2016,840.00000000,,12.400,10.800000,0.150000,,7067.00,2.01,1.63,4.00,0.23228,1382.8900000
KIC 8121913 b,KIC 8121913,Orbital Brightness Modulation,2021,3.29460100,,13.400,1.520000,,,5975.30,2.23,1.46,3.90,0.12179,707.3030000
KIC 8540376 b,KOI-7892,Transit,2015,31.80990000,,4.100,1.260000,,,6474.00,1.26,1.04,4.31,0.31886,1072.3000000
KIC 8540376 c,KOI-7892,Transit,2015,75.20000000,,2.400,2.520000,,,6474.00,1.26,1.04,4.31,0.31886,1072.3000000
KIC 9663113 b,KIC 9663113,Transit,2015,572.38470000,1.406200,4.600,1.080000,0.000000,264,6065.00,1.03,0.98,4.42,0.23283,1594.7400000
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,Microlensing,2018,,2.200000,12.200,17.200000,,,,,0.48,,,6300.0000000
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,Microlensing,2023,,2.440000,1.330,5.420000,,,,,0.41,,,5080.0000000
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,Microlensing,2019,,0.342000,13.100,2.550000,,,,,0.09,,,6651.0000000
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,Microlensing,2018,,5.100000,12.700,5.900000,,,,,0.45,,,6600.0000000
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,Microlensing,2018,,1.080000,12.900,3.710000,,,,,0.04,,,6260.0000000
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,Microlensing,2019,,3.500000,13.300,1.630000,,,,,0.49,,,7100.0000000
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,Microlensing,2018,,0.830000,12.200,14.900000,,,,,0.07,,,7010.0000000
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,Microlensing,2020,,2.630000,13.000,3.130000,,,,,0.50,,,6440.0000000
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,Microlensing,2020,,3.640000,13.200,2.000000,,,,,0.64,,,4880.0000000
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,Microlensing,2021,,0.681000,14.000,0.491000,,,,,0.06,,,6421.0000000
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,Microlensing,2018,,3.450000,6.450,0.696000,,,,,0.76,,,4530.0000000
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,Microlensing,2023,,1.810000,2.230,2.770000,,,,,0.34,,,5400.0000000
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,Microlensing,2022,,2.340000,13.000,2.920000,,,,,0.63,,,5080.0000000
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,Microlensing,2023,,1.380000,2.130,2.950000,,,,,0.32,,,7090.0000000
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,Microlensing,2019,,1.800000,13.400,1.460000,,,,,0.37,,,6000.0000000
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,Microlensing,2019,,1.600000,14.000,0.461000,,,,,0.33,,,6500.0000000
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,Microlensing,2023,,1.780000,1.700,3.960000,,,,,0.41,,,4240.0000000
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,Microlensing,2021,,2.140000,13.400,1.520000,,,,,0.46,,,7040.0000000
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,Microlensing,2020,,4.270000,2.670,2.190000,,,,,1.14,,,3380.0000000
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,Microlensing,2022,,4.390000,13.600,1.010000,,,,,0.51,,,6480.0000000
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,Microlensing,2022,,0.870000,10.100,0.390000,,,,,0.10,,,7020.0000000
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,Microlensing,2022,,2.460000,13.400,1.530000,,,,,0.29,,,6760.0000000
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,Microlensing,2020,,0.620000,9.010,0.451000,,,,,0.09,,,7300.0000000
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,Microlensing,2023,,1.070000,11.900,30.100000,,,,,0.29,,,6890.0000000
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,Microlensing,2021,,1.305000,2.340,2.600000,,,,,0.22,,,6705.0000000
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,Microlensing,2020,,6.030000,12.900,3.580000,,,,,1.09,,,3460.0000000
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,Microlensing,2021,,1.449000,10.500,0.370000,,,,,0.19,,,6483.0000000
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,Microlensing,2021,,3.540000,13.300,1.650000,,,,,0.65,,,5840.0000000
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,Microlensing,2022,,3.090000,2.220,2.790000,,,,,0.47,,,4150.0000000
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,Microlensing,2019,,0.763000,12.900,0.284000,,,,,0.09,,,967.0000000
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,Microlensing,2021,,4.270000,13.700,0.740000,,,,,0.69,,,5910.0000000
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,Microlensing,2022,,3.810000,13.700,0.781000,,,,,0.66,,,4310.0000000
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,Microlensing,2022,,3.100000,2.990,1.890000,,,,,0.70,,,4900.0000000
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,Microlensing,2023,,0.960000,12.100,18.700000,,,,,0.21,,,3090.0000000
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,Microlensing,2023,,5.670000,13.400,1.310000,,,,,0.70,,,6710.0000000
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,Microlensing,2023,,1.640000,12.100,20.700000,,,,,0.32,,,7710.0000000
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,Microlensing,2021,,0.790000,12.600,6.720000,,,,,0.09,,,7010.0000000
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,Microlensing,2022,,1.160000,12.900,3.720000,,,,,0.74,,,4410.0000000
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,Microlensing,2020,,3.310000,3.190,1.740000,,,,,0.76,,,3320.0000000
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,Microlensing,2022,,1.100000,4.060,1.270000,,,,,0.28,,,7200.0000000
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,Microlensing,2022,,1.700000,9.050,0.448000,,,,,0.30,,,6600.0000000
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,Microlensing,2023,,2.440000,5.980,0.768000,,,,,0.39,,,2740.0000000
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,Microlensing,2020,,2.150000,13.700,0.848000,,,,,0.48,,,6120.0000000
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,Microlensing,2023,,1.700000,1.850,3.540000,,,,,0.25,,,4670.0000000
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,Microlensing,2022,,2.600000,13.000,3.220000,,,,,0.79,,,4600.0000000
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,Microlensing,2021,,3.320000,13.200,1.940000,,,,,0.61,,,3860.0000000
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,Microlensing,2023,,3.020000,2.000,3.210000,,,,,0.74,,,6640.0000000
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,Microlensing,2020,,,14.100,0.392000,,,,,0.31,,,7040.0000000
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,Microlensing,2023,,1.850000,13.700,0.788000,,,,,0.34,,,5910.0000000
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,Microlensing,2022,,2.000000,11.400,0.330000,,,,,0.47,,,6100.0000000
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,Microlensing,2021,,1.260000,0.997,5.320000,,,,,0.26,,,800.0000000
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,Microlensing,2021,,0.120000,12.200,14.800000,,,,,0.26,,,800.0000000
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,Microlensing,2022,,2.920000,12.800,4.600000,,,,,0.56,,,3130.0000000
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,Microlensing,2022,,3.500000,3.350,1.640000,,,5200.00,,0.78,,,4600.0000000
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,Microlensing,2022,,1.620000,6.560,0.681000,,,,,0.27,,,5120.0000000
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,Microlensing,2022,,2.800000,9.600,0.415000,,,,,0.56,,,6600.0000000
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,Microlensing,2022,,1.540000,6.200,0.733000,,,,,0.32,,,6950.0000000
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,Microlensing,2021,,,12.700,5.460000,,,,,0.62,,,6600.0000000
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,Microlensing,2023,,2.220000,6.910,0.636000,,,,,0.22,,,3090.0000000
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,Microlensing,2022,,2.430000,14.300,0.269000,,,,,0.36,,,6090.0000000
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,Microlensing,2023,,1.750000,13.700,0.856000,,,,,0.38,,,6480.0000000
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,Microlensing,2022,,3.140000,1.490,4.670000,,,,,0.80,,,5560.0000000
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,Microlensing,2022,,1.260000,9.860,0.401000,,,,,0.14,,,8240.0000000
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,Microlensing,2022,,0.930000,10.600,0.367000,,,,,0.14,,,8240.0000000
